1727534	Bupivacaine-Fentanyl, 0.125%-4 mcg/mL-0.9% injectable solution	BD	MMSL	fentanyl	8
1727535	Bupivacaine-Fentanyl, 0.125%-5 mcg/mL-0.9% injectable solution	BD	MMSL	fentanyl	8
1803311	Bupivacaine-Fentanyl, 0.125%-6.66 mcg/mL-NaCl 0.9% injectable solution	BD	MMSL	fentanyl	8
1656405	Bupivacaine-Fentanyl, 0.1667%-4 mcg/mL-NaCl 0.9% injectable solution	BD	MMSL	fentanyl	8
1727536	Bupivacaine-Fentanyl, 0.25%-20 mcg/mL-0.9% injectable solution	BD	MMSL	fentanyl	8
792171	bupivacaine-hydromorphone	GN	MMSL	morphone	8
1867581	bupivacaine-hydromorphone 0.06%-20 mcg/mL-NaCl 0.9% injectable solution	CD	MMSL	morphone	8
1867583	bupivacaine-hydromorphone 0.0625%-5 mcg/mL injectable solution	CD	MMSL	morphone	8
1867588	bupivacaine-hydromorphone 0.125%-20 mcg/mL-NaCl 0.9% injectable solution	CD	MMSL	morphone	8
1657047	Bupivacaine-Hydromorphone Cassette	BN	MMSL	morphone	8
1867583	Bupivacaine-Hydromorphone Cassette, 0.0625%-5 mcg/mL injectable solution	BD	MMSL	morphone	8
1192824	Bupivacaine-Sufentanil	BN	MMSL	sufenta	7
1192824	bupivacaine-sufentanil	GN	MMSL	sufenta	7
1803550	bupivacaine-sufentanil 0.1%-1 mcg/mL-NaCl 0.9% injectable solution	CD	MMSL	sufenta	7
1803550	Bupivacaine-Sufentanil, 0.1%-1 mcg/mL-NaCl 0.9% injectable solution	BD	MMSL	sufenta	7
404781	BUPIVACAINE/FENTANYL	IN	VANDF	fentanyl	8
1808444	Bupivacaine/Fentanyl/Sodium Chloride 0.0625%-437.5 MCG/125 ML-0.9% Epidural Solution	CD	MMX	fentanyl	8
1808445	Bupivacaine/Fentanyl/Sodium Chloride 0.16%-2 MCG/1 ML-0.9% Epidural Solution	CD	MMX	fentanyl	8
792171	BUPIVACAINE/HYDROMORPHONE	IN	VANDF	morphone	8
2106364	buprenorphine 16 MG / naloxone 4 MG [Cassipa]	SBDC	RXNORM	buprenorphine	13
2638451	Buprenorphine 32 MG/0.09 ML Subcutaneous Solution, Extended Release	CD	MMX	buprenorphine	13
2051307	Buprenorphine 35 microgram/hour prolonged-release transdermal patch	PT	SNOMEDCT_US	buprenorphine	13
2639038	buprenorphine 356 MG/ML [Brixadi]	SBDC	RXNORM	buprenorphine	13
2639024	buprenorphine 50 MG/ML [Brixadi]	SBDC	RXNORM	buprenorphine	13
2051308	Buprenorphine 52.5 microgram/hour prolonged-release transdermal patch	PT	SNOMEDCT_US	buprenorphine	13
2051309	Buprenorphine 70 microgram/hour prolonged-release transdermal patch	PT	SNOMEDCT_US	buprenorphine	13
2639050	Buprenorphine 8 MG/0.16 ML Subcutaneous Solution, Extended Release	CD	MMX	buprenorphine	13
2639050	buprenorphine 8 mg/0.16 mL subcutaneous solution, extended release	CD	MMSL	buprenorphine	13
2471577	Buprenorphine adipate ester	SY	DRUGBANK	buprenorphine	13
2111018	Buprenorphine and naloxone only product	PT	SNOMEDCT_US	buprenorphine	13
2111240	Buprenorphine and naloxone only product in oromucosal dose form	PT	SNOMEDCT_US	buprenorphine	13
600745	buprenorphine compounding powder	CD	MMSL	buprenorphine	13
2471500	Buprenorphine dimer	SY	DRUGBANK	buprenorphine	13
2473652	Buprenorphine Extended-Release Injection	CD	USP	buprenorphine	13
2059430	buprenorphine HCl MISCELL POWDER (GRAM)	CDA	NDDF	buprenorphine	13
2059430	buprenorphine HCl MISCELL POWDER (GRAM)	CDC	NDDF	buprenorphine	13
2059430	buprenorphine HCl@@MISCELL@POWDER (GRAM)	CDD	NDDF	buprenorphine	13
2471577	Buprenorphine hemiadipate	IN	DRUGBANK	buprenorphine	13
1947703	BUPRENORPHINE HYDROCHLORIDE 0.3 mg in 1 mL ORAL SOLUTION	DP	MTHSPL	buprenorphine	13
1947703	BUPRENORPHINE HYDROCHLORIDE 0.3 mg in 1 mL TRANSMUCOSAL SOLUTION	DP	MTHSPL	buprenorphine	13
2003994	Buprenorphine Hydrochloride 0.3 MG/1 ML Injection Solution	CD	MMX	buprenorphine	13
2003994	Buprenorphine Hydrochloride 0.3mg/1mL Solution for injection	CD	GS	buprenorphine	13
1673251	BUPRENORPHINE HYDROCHLORIDE 0.6 mg in 1 mL INTRAMUSCULAR SOLUTION	DP	MTHSPL	buprenorphine	13
1673251	BUPRENORPHINE HYDROCHLORIDE 0.6 mg in 1 mL SUBCUTANEOUS SOLUTION	DP	MTHSPL	buprenorphine	13
2267962	BUPRENORPHINE HYDROCHLORIDE 1.3 mg in 1 mL SUBCUTANEOUS INJECTION, SUSPENSION, EXTENDED RELEASE [Ethiqa XR]	DP	MTHSPL	buprenorphine	13
1488636	buprenorphine hydrochloride 1.3 MG/ML [Animalgesics]	SBDC	RXNORM	buprenorphine	13
2059430	Buprenorphine Hydrochloride Bulk powder	CD	GS	buprenorphine	13
2658571	buprenorphine hydrochloride Injectable Suspension [Animalgesics]	SBDFP	RXNORM	buprenorphine	13
1988927	Buprenorphine Hydrochloride-Naloxone HCl	BN	MMSL	buprenorphine	13
2003994	Buprenorphine Hydrochloride, 0.3 mg/mL injectable solution	BD	MMSL	buprenorphine	13
2059430	Buprenorphine Hydrochloride, compounding powder	BD	MMSL	buprenorphine	13
2111241	Buprenorphine only product	PT	SNOMEDCT_US	buprenorphine	13
2111242	Buprenorphine only product in cutaneous dose form	PT	SNOMEDCT_US	buprenorphine	13
2111243	Buprenorphine only product in oromucosal dose form	PT	SNOMEDCT_US	buprenorphine	13
2111244	Buprenorphine only product in parenteral dose form	PT	SNOMEDCT_US	buprenorphine	13
2111245	Buprenorphine only product in transdermal dose form	PT	SNOMEDCT_US	buprenorphine	13
2192694	Buprenorphine- and naloxone-containing product in oromucosal dose form	PT	SNOMEDCT_US	buprenorphine	13
2117428	Buprenorphine-containing product in oromucosal dose form	PT	SNOMEDCT_US	buprenorphine	13
1429537	buprenorphine, combinations	IN	ATC	buprenorphine	13
2111246	Bupropion and naltrexone only product	PT	SNOMEDCT_US	naltrexone	10
2111247	Bupropion and naltrexone only product in oral dose form	PT	SNOMEDCT_US	naltrexone	10
2659173	butalbital / caffeine / codeine phosphate Oral Product	SCDGP	RXNORM	codeine	7
2661312	butalbital / caffeine / codeine phosphate Pill	SCDGP	RXNORM	codeine	7
1432261	BUTALBITAL 50 mg / ACETAMINOPHEN 300 mg / CAFFEINE 40 mg ORAL CAPSULE [Fioricet]	DP	MTHSPL	fioricet	8
2112271	Butalbital and caffeine and codeine and paracetamol only product	SY	SNOMEDCT_US	codeine	7
2112272	Butalbital and caffeine and codeine and paracetamol only product in oral dose form	SY	SNOMEDCT_US	codeine	7
2111520	Butorphanol only product	PT	SNOMEDCT_US	butorphanol	11
2111521	Butorphanol only product in nasal dose form	PT	SNOMEDCT_US	butorphanol	11
2111522	Butorphanol only product in parenteral dose form	PT	SNOMEDCT_US	butorphanol	11
2639593	BUTORPHANOL TARTRATE 1 g in 1 g NOT APPLICABLE POWDER	DP	MTHSPL	butorphanol	11
1727732	Butorphanol Tartrate 1 MG/1 ML Injection Solution [STADOL]	BD	MMX	butorphanol	11
1948045	butorphanol tartrate 100 % MISCELL POWDER (GRAM)	CDA	NDDF	butorphanol	11
1948045	butorphanol tartrate 100 % MISCELL POWDER (GRAM)	CDC	NDDF	butorphanol	11
1728360	butorphanol tartrate 2 mg/mL INJECTION SYRINGE (ML)	CDA	NDDF	butorphanol	11
1728360	butorphanol tartrate 2 mg/mL INJECTION SYRINGE (ML)	CDC	NDDF	butorphanol	11
1728362	butorphanol tartrate 2 mg/mL INJECTION VIAL (ML)	CDA	NDDF	butorphanol	11
1728362	butorphanol tartrate 2 mg/mL INJECTION VIAL (ML)	CDC	NDDF	butorphanol	11
1728362	BUTORPHANOL TARTRATE 2MG/ML INJ	CD	VANDF	butorphanol	11
1728362	BUTORPHANOL TARTRATE 2MG/ML INJ	AB	VANDF	butorphanol	11
1948045	Butorphanol Tartrate Bulk powder	CD	GS	butorphanol	11
2181857	Butorphanol Tartrate Injection	CD	USP	butorphanol	11
404911	Butorphanol Tartrate Novaplus	BN	MMSL	butorphanol	11
1948045	butorphanol tartrate@100 %@MISCELL@POWDER (GRAM)	CDD	NDDF	butorphanol	11
1728360	butorphanol tartrate@2 mg/mL@INJECTION@SYRINGE (ML)	CDD	NDDF	butorphanol	11
1728362	butorphanol tartrate@2 mg/mL@INJECTION@VIAL (ML)	CDD	NDDF	butorphanol	11
803727	Butorphanol-containing product in nasal dose form	PT	SNOMEDCT_US	butorphanol	11
1867104	Butyr-fentanyl	SY	DRUGBANK	fentanyl	8
1867104	Butyrfentanyl	IN	DRUGBANK	fentanyl	8
1867104	Butyrylfentanyl	SY	DRUGBANK	fentanyl	8
2660605	caffeine / codeine phosphate / pheniramine maleate / phenylephrine hydrochloride / sodium salicylate Oral Liquid Product	SCDGP	RXNORM	codeine	7
2663165	caffeine / codeine phosphate / pheniramine maleate / phenylephrine hydrochloride / sodium salicylate Oral Product	SCDGP	RXNORM	codeine	7
1127316	Caffeine 15 mg and codeine phosphate 15 mg and paracetamol 300 mg oral tablet	PTGB	SNOMEDCT_US	codeine	7
1128985	Caffeine 15 mg and codeine phosphate 30 mg and paracetamol 300 mg oral tablet	PTGB	SNOMEDCT_US	codeine	7
2112277	Caffeine and codeine and paracetamol only product	SY	SNOMEDCT_US	codeine	7
2112278	Caffeine and codeine and paracetamol only product in oral dose form	SY	SNOMEDCT_US	codeine	7
2112279	Caffeine and dihydrocodeine and paracetamol only product	SY	SNOMEDCT_US	codeine	7
2112280	Caffeine and dihydrocodeine and paracetamol only product in oral dose form	SY	SNOMEDCT_US	codeine	7
690830	CAFFEINE/CODEINE/MENTHOL/PHENIRAMINE/PHENYLEPHRINE/SODIUM/SODIUM	IN	VANDF	codeine	7
996763	Calcidrine (anhydrous calcium iodide 152 MG / codeine phosphate 8.4 MG) per 5 ML Oral Solution	SY	RXNORM	codeine	7
308915	CALCIUM CARBONATE 750 mg ORAL TABLET, CHEWABLE [CardinalExtra Strength Antacid Wintergreen flavor]	DP	MTHSPL	nalex	5
756810	calcium iodide / codeine Oral Solution [Calcidrine]	SBDF	RXNORM	codeine	7
2662327	calcium iodide / codeine phosphate Oral Liquid Product	SCDGP	RXNORM	codeine	7
2661989	calcium iodide / codeine phosphate Oral Product	SCDGP	RXNORM	codeine	7
997005	calcium iodide 152 MG / codeine phosphate 8.4 MG per 5 ML Syrup	SY	RXNORM	codeine	7
997005	calcium iodide 30.4 MG/ML / codeine phosphate 1.68 MG/ML Oral Solution	SCD	RXNORM	codeine	7
997005	Calcium Iodide/Codeine Phosphate 152 MG/5 ML-8.4 MG/5 ML Oral Syrup	CD	MMX	codeine	7
996763	Calcium Iodide/Codeine Phosphate 152 MG/5 ML-8.4 MG/5 ML Oral Syrup [CALCIDRINE]	BD	MMX	codeine	7
1250452	Capital and Codeine Suspension	BN	MMSL	codeine	7
1140693	Capsaicin Topical application Cream [DOLOREX]	BD	MMX	dolorex	7
672548	carbetapentane / guaifenesin Extended Release Oral Tablet [Allfen C]	SBDF	RXNORM	allfen c	8
672548	carbetapentane / guaiFENesin Extended Release Oral Tablet [Allfen C]	TMSY	RXNORM	allfen c	8
672556	carbetapentane / guaifenesin Extended Release Oral Tablet [Allfen CX]	SBDF	RXNORM	allfen c	8
672556	carbetapentane / guaiFENesin Extended Release Oral Tablet [Allfen CX]	TMSY	RXNORM	allfen c	8
2658092	carbetapentane citrate / guaifenesin Extended Release Oral Tablet [Allfen C]	SBDFP	RXNORM	allfen c	8
2658092	carbetapentane citrate / guaiFENesin Extended Release Oral Tablet [Allfen C]	TMSY	RXNORM	allfen c	8
2656153	carbetapentane citrate / guaifenesin Extended Release Oral Tablet [Allfen CX]	SBDFP	RXNORM	allfen c	8
2656153	carbetapentane citrate / guaiFENesin Extended Release Oral Tablet [Allfen CX]	TMSY	RXNORM	allfen c	8
1037251	carbetapentane citrate 5 MG / guaifenesin 1000 MG [Allfen C]	SBDC	RXNORM	allfen c	8
1037251	carbetapentane citrate 5 MG / guaiFENesin 1000 MG [Allfen C]	TMSY	RXNORM	allfen c	8
1037252	carbetapentane citrate 5 MG / guaifenesin 1000 MG Extended Release Oral Tablet [Allfen C]	SBD	RXNORM	allfen c	8
1037252	carbetapentane citrate 5 MG / guaiFENesin 1000 MG Extended Release Oral Tablet [Allfen C]	TMSY	RXNORM	allfen c	8
1037254	carbetapentane citrate 60 MG / guaifenesin 1000 MG [Allfen CX]	SBDC	RXNORM	allfen c	8
1037254	carbetapentane citrate 60 MG / guaiFENesin 1000 MG [Allfen CX]	TMSY	RXNORM	allfen c	8
1037255	carbetapentane citrate 60 MG / guaifenesin 1000 MG Extended Release Oral Tablet [Allfen CX]	SBD	RXNORM	allfen c	8
1037255	carbetapentane citrate 60 MG / guaiFENesin 1000 MG Extended Release Oral Tablet [Allfen CX]	TMSY	RXNORM	allfen c	8
691210	CARBETAPENTANE/CHLORPHENIRAMINE/CITRIC/CODEINE/GUAIFENESIN/SODIU	IN	VANDF	codeine	7
2660616	carbinoxamine maleate / hydrocodone bitartrate / phenylephrine hydrochloride Oral Liquid Product	SCDGP	RXNORM	hydrocod	8
2660616	carbinoxamine maleate / HYDROcodone bitartrate / phenylephrine hydrochloride Oral Liquid Product	TMSY	RXNORM	hydrocod	8
2662524	carbinoxamine maleate / hydrocodone bitartrate / phenylephrine hydrochloride Oral Product	SCDGP	RXNORM	hydrocod	8
2662524	carbinoxamine maleate / HYDROcodone bitartrate / phenylephrine hydrochloride Oral Product	TMSY	RXNORM	hydrocod	8
2660132	carbinoxamine maleate / hydrocodone bitartrate / pseudoephedrine hydrochloride Oral Liquid Product	SCDGP	RXNORM	hydrocod	8
2660132	carbinoxamine maleate / HYDROcodone bitartrate / pseudoephedrine hydrochloride Oral Liquid Product	TMSY	RXNORM	hydrocod	8
2661461	carbinoxamine maleate / hydrocodone bitartrate / pseudoephedrine hydrochloride Oral Product	SCDGP	RXNORM	hydrocod	8
2661461	carbinoxamine maleate / HYDROcodone bitartrate / pseudoephedrine hydrochloride Oral Product	TMSY	RXNORM	hydrocod	8
1012938	Carbinoxamine Maleate/Pseudoephedrine Hydrochloride 2 MG/5 ML-15 MG/5 ML Oral Syrup [HYDRO-TUSSIN CBX]	BD	MMX	hydro-tuss	10
1012880	Carbinoxamine Maleate/Pseudoephedrine Hydrochloride 2 MG/5 ML-25 MG/5 ML Oral Solution [HYDRO-TUSSIN CBX]	BD	MMX	hydro-tuss	10
604791	carbinoxamine/hydrocodone/phenylephrine 2 mg-5 mg-6 mg/5 mL oral liquid	CD	MMSL	hydrocod	8
352500	Carbinoximine/Hydrocodone/Pseudoephedrine	BN	MMSL	hydrocod	8
2133630	Carbon (11-C) carfentanil	PT	SNOMEDCT_US	carfentanil	11
2133630	Carbon (11-C) carfentanil (substance)	FN	SNOMEDCT_US	carfentanil	11
20319	Carfentanil	PT	SNOMEDCT_US	carfentanil	11
20319	Carfentanil	IN	DRUGBANK	carfentanil	11
20319	Carfentanil (substance)	FN	SNOMEDCT_US	carfentanil	11
47734	Carfentanil citrate	PT	SNOMEDCT_US	carfentanil	11
47734	Carfentanil citrate (substance)	FN	SNOMEDCT_US	carfentanil	11
2133630	Carfentanil, C-11	IN	DRUGBANK	carfentanil	11
20319	carfentanila	FSY	DRUGBANK	carfentanil	11
20319	Carfentanyl	SY	DRUGBANK	fentanyl	8
2590836	CATH,INTERMIT 14FR CURE #ULTRAM14	AB	VANDF	ultram	6
2554413	CATH,INTERMIT COUDE 14FR CURE #ULTRAM14C	AB	VANDF	ultram	6
2672434	CATH,INTERMIT COUDE 16FR CURE #ULTRAM16C	AB	VANDF	ultram	6
2571132	CATH,INTERMITTTENT 16FR CURE #ULTRAM16	AB	VANDF	ultram	6
2590836	CATHETER,INTERMITTENT 14FR CURE #ULTRAM14	CD	VANDF	ultram	6
2571132	CATHETER,INTERMITTENT 16FR CURE #ULTRAM16	CD	VANDF	ultram	6
2554413	CATHETER,INTERMITTENT COUDE 14FR CURE #ULTRAM14C	CD	VANDF	ultram	6
2672434	CATHETER,INTERMITTENT COUDE 16FR CURE #ULTRAM16C	CD	VANDF	ultram	6
617528	Chem Mart TraMADol	BN	MMSL	tramadol	8
317076	CHERALIN W/CODEINE 12MG/5ML SYRUP	CD	VANDF	codeine	7
215991	Cheratussin AC	BN	MMSL	cheratussin ac	14
2660388	chlorcyclizine hydrochloride / codeine phosphate / phenylephrine hydrochloride Oral Liquid Product	SCDGP	RXNORM	codeine	7
2662489	chlorcyclizine hydrochloride / codeine phosphate / phenylephrine hydrochloride Oral Product	SCDGP	RXNORM	codeine	7
2662347	chlorcyclizine hydrochloride / codeine phosphate Oral Liquid Product	SCDGP	RXNORM	codeine	7
2661154	chlorcyclizine hydrochloride / codeine phosphate Oral Product	SCDGP	RXNORM	codeine	7
2112810	Chloroform and morphine only product	PT	SNOMEDCT_US	morphine	8
687138	Chloroform- and morphine-containing product	PT	SNOMEDCT_US	morphine	8
434641	chlorphen/codeine/guaifenesin ORAL SYRUP	CDA	NDDF	codeine	7
2113363	Chlorphenamine and codeine and phenylephrine and potassium iodide only product	SY	SNOMEDCT_US	codeine	7
2113364	Chlorphenamine and codeine and pseudoephedrine only product	SY	SNOMEDCT_US	codeine	7
2113367	Chlorphenamine and guaifenesin and hydrocodone and pseudoephedrine only product	SY	SNOMEDCT_US	hydrocod	8
2113368	Chlorphenamine and guaifenesin and hydrocodone and pseudoephedrine only product in oral dose form	SY	SNOMEDCT_US	hydrocod	8
2113369	Chlorphenamine and hydrocodone and pseudoephedrine only product	SY	SNOMEDCT_US	hydrocod	8
2113370	Chlorphenamine and hydrocodone only product	SY	SNOMEDCT_US	hydrocod	8
756523	chlorpheniramine / dihydrocodeine / pseudoephedrine Oral Solution [ColdCough]	SBDF	RXNORM	codeine	7
756525	chlorpheniramine / dihydrocodeine / pseudoephedrine Oral Solution [Hydro-Tussin DHC]	SBDF	RXNORM	codeine	7
756526	chlorpheniramine / dihydrocodeine / pseudoephedrine Oral Solution [Pancof]	SBDF	RXNORM	codeine	7
756527	chlorpheniramine / dihydrocodeine / pseudoephedrine Oral Solution [Uni-Cof]	SBDF	RXNORM	codeine	7
2663086	chlorpheniramine / hydrocodone bitartrate / phenylephrine / pseudoephedrine / pyrilamine Oral Liquid Product	SCDGP	RXNORM	hydrocod	8
2663086	chlorpheniramine / HYDROcodone bitartrate / phenylephrine / pseudoephedrine / pyrilamine Oral Liquid Product	TMSY	RXNORM	hydrocod	8
2662223	chlorpheniramine / hydrocodone bitartrate / phenylephrine / pseudoephedrine / pyrilamine Oral Product	SCDGP	RXNORM	hydrocod	8
2662223	chlorpheniramine / HYDROcodone bitartrate / phenylephrine / pseudoephedrine / pyrilamine Oral Product	TMSY	RXNORM	hydrocod	8
832940	chlorpheniramine / methscopolamine Extended Release Oral Tablet [Relcof CPM]	SBDF	RXNORM	relcof	6
2113363	Chlorpheniramine and codeine and phenylephrine and potassium iodide only product	PT	SNOMEDCT_US	codeine	7
2113364	Chlorpheniramine and codeine and pseudoephedrine only product	PT	SNOMEDCT_US	codeine	7
2113367	Chlorpheniramine and guaifenesin and hydrocodone and pseudoephedrine only product	PT	SNOMEDCT_US	hydrocod	8
2113368	Chlorpheniramine and guaifenesin and hydrocodone and pseudoephedrine only product in oral dose form	PT	SNOMEDCT_US	hydrocod	8
2113369	Chlorpheniramine and hydrocodone and pseudoephedrine only product	PT	SNOMEDCT_US	hydrocod	8
2113370	Chlorpheniramine and hydrocodone only product	PT	SNOMEDCT_US	hydrocod	8
2661321	chlorpheniramine maleate / codeine phosphate / iodinated glycerol Oral Liquid Product	SCDGP	RXNORM	codeine	7
2660626	chlorpheniramine maleate / codeine phosphate / iodinated glycerol Oral Product	SCDGP	RXNORM	codeine	7
2661642	chlorpheniramine maleate / codeine phosphate / phenylephrine hydrochloride / phenylpropanolamine hydrochloride Oral Liquid Product	SCDGP	RXNORM	codeine	7
2660251	chlorpheniramine maleate / codeine phosphate / phenylephrine hydrochloride / phenylpropanolamine hydrochloride Oral Product	SCDGP	RXNORM	codeine	7
2663274	chlorpheniramine maleate / codeine phosphate / phenylephrine hydrochloride / potassium iodide Oral Liquid Product	SCDGP	RXNORM	codeine	7
2663659	chlorpheniramine maleate / codeine phosphate / phenylephrine hydrochloride / potassium iodide Oral Product	SCDGP	RXNORM	codeine	7
2659772	chlorpheniramine maleate / codeine phosphate / phenylpropanolamine hydrochloride Oral Liquid Product	SCDGP	RXNORM	codeine	7
2660641	chlorpheniramine maleate / codeine phosphate / phenylpropanolamine hydrochloride Oral Product	SCDGP	RXNORM	codeine	7
2661023	chlorpheniramine maleate / dihydrocodeine bitartrate / phenylephrine hydrochloride / phenylpropanolamine hydrochloride Oral Liquid Product	SCDGP	RXNORM	codeine	7
2663104	chlorpheniramine maleate / dihydrocodeine bitartrate / phenylephrine hydrochloride / phenylpropanolamine hydrochloride Oral Product	SCDGP	RXNORM	codeine	7
2662399	chlorpheniramine maleate / dihydrocodeine bitartrate / pseudoephedrine hydrochloride Oral Liquid Product	SCDGP	RXNORM	codeine	7
2659348	chlorpheniramine maleate / dihydrocodeine bitartrate / pseudoephedrine hydrochloride Oral Product	SCDGP	RXNORM	codeine	7
2654717	chlorpheniramine maleate / dihydrocodeine bitartrate / pseudoephedrine hydrochloride Oral Solution [ColdCough]	SBDFP	RXNORM	codeine	7
2657029	chlorpheniramine maleate / dihydrocodeine bitartrate / pseudoephedrine hydrochloride Oral Solution [Hydro-Tussin DHC]	SBDFP	RXNORM	codeine	7
2655273	chlorpheniramine maleate / dihydrocodeine bitartrate / pseudoephedrine hydrochloride Oral Solution [Pancof]	SBDFP	RXNORM	codeine	7
2657030	chlorpheniramine maleate / dihydrocodeine bitartrate / pseudoephedrine hydrochloride Oral Solution [Uni-Cof]	SBDFP	RXNORM	codeine	7
2661145	chlorpheniramine maleate / guaifenesin / hydrocodone bitartrate / pseudoephedrine hydrochloride Oral Liquid Product	SCDGP	RXNORM	hydrocod	8
2661145	chlorpheniramine maleate / guaiFENesin / HYDROcodone bitartrate / pseudoephedrine hydrochloride Oral Liquid Product	TMSY	RXNORM	hydrocod	8
2660291	chlorpheniramine maleate / hydrocodone bitartrate / phenylephrine hydrochloride / pyrilamine maleate Oral Liquid Product	SCDGP	RXNORM	hydrocod	8
2660291	chlorpheniramine maleate / HYDROcodone bitartrate / phenylephrine hydrochloride / pyrilamine maleate Oral Liquid Product	TMSY	RXNORM	hydrocod	8
2662795	chlorpheniramine maleate / hydrocodone bitartrate / phenylephrine hydrochloride / pyrilamine maleate Oral Product	SCDGP	RXNORM	hydrocod	8
2662795	chlorpheniramine maleate / HYDROcodone bitartrate / phenylephrine hydrochloride / pyrilamine maleate Oral Product	TMSY	RXNORM	hydrocod	8
2660959	chlorpheniramine maleate / hydrocodone bitartrate / pseudoephedrine hydrochloride Pill	SCDGP	RXNORM	hydrocod	8
2660959	chlorpheniramine maleate / HYDROcodone bitartrate / pseudoephedrine hydrochloride Pill	TMSY	RXNORM	hydrocod	8
2658576	chlorpheniramine maleate / methscopolamine nitrate Extended Release Oral Tablet [Relcof CPM]	SBDFP	RXNORM	relcof	6
1234885	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.3 MG/ML / phenylephrine hydrochloride 0.8 MG/ML [Novahistine DH Reformulated Oct 2008]	SBDC	RXNORM	codeine	7
1234879	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.45 MG/ML / phenylephrine hydrochloride 1 MG/ML [Duohist]	SBDC	RXNORM	codeine	7
1234875	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.45 MG/ML / phenylephrine hydrochloride 1 MG/ML [Novahistine DH Reformulated Oct 2008]	SBDC	RXNORM	codeine	7
1234866	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML [ColdCough]	SBDC	RXNORM	codeine	7
1234862	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML [Hydro-Tussin DHC]	SBDC	RXNORM	codeine	7
1236061	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML [Pancof]	SBDC	RXNORM	codeine	7
1236063	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML [Uni-Cof]	SBDC	RXNORM	codeine	7
1234861	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution	SCD	RXNORM	codeine	7
1234869	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution [ColdCough]	SBD	RXNORM	codeine	7
1234865	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution [Hydro-Tussin DHC]	SBD	RXNORM	codeine	7
1236062	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution [Pancof]	SBD	RXNORM	codeine	7
1236064	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution [Uni-Cof]	SBD	RXNORM	codeine	7
2201545	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML [Chemdal HD]	SBDC	RXNORM	hydrocod	8
2201545	chlorpheniramine maleate 0.4 MG/ML / HYDROcodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML [Chemdal HD]	TMSY	RXNORM	hydrocod	8
2201543	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML [Chlorphen HD]	SBDC	RXNORM	hydrocod	8
2201543	chlorpheniramine maleate 0.4 MG/ML / HYDROcodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML [Chlorphen HD]	TMSY	RXNORM	hydrocod	8
2201541	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML [Cyndal HD]	SBDC	RXNORM	hydrocod	8
2201541	chlorpheniramine maleate 0.4 MG/ML / HYDROcodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML [Cyndal HD]	TMSY	RXNORM	hydrocod	8
2201535	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML [Duradal HD]	SBDC	RXNORM	hydrocod	8
2201535	chlorpheniramine maleate 0.4 MG/ML / HYDROcodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML [Duradal HD]	TMSY	RXNORM	hydrocod	8
2201529	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML [Ed-TLC]	SBDC	RXNORM	hydrocod	8
2201529	chlorpheniramine maleate 0.4 MG/ML / HYDROcodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML [Ed-TLC]	TMSY	RXNORM	hydrocod	8
