RXNORM	STR
892643	morphine sulfate 200 MG Extended Release Oral Capsule
892644	morphine sulfate 200 MG [Kadian]
892645	morphine sulfate 200 MG Extended Release Oral Capsule [Kadian]
892646	morphine sulfate 200 MG Extended Release Oral Tablet
892647	morphine sulfate 200 MG [MS Contin]
892648	morphine sulfate 200 MG Extended Release Oral Tablet [MS Contin]
892649	morphine sulfate 25 MG/ML
892651	morphine sulfate 25 MG/ML [Infumorph]
892652	20 ML morphine sulfate 25 MG/ML Injection [Infumorph]
892657	morphine sulfate 30 MG [Kadian]
892658	morphine sulfate 30 MG Extended Release Oral Capsule [Kadian]
892659	morphine sulfate 30 MG [MS Contin]
892660	morphine sulfate 30 MG Extended Release Oral Tablet [MS Contin]
892672	morphine sulfate 30 MG Oral Tablet
892678	morphine sulfate 30 MG Rectal Suppository
894779	morphine sulfate 4 MG/ML
894780	morphine sulfate 4 MG/ML Oral Solution
894801	morphine sulfate 50 MG Extended Release Oral Capsule
894802	morphine sulfate 50 MG [Kadian]
894803	morphine sulfate 50 MG Extended Release Oral Capsule [Kadian]
894804	morphine sulfate 60 MG [Kadian]
894805	morphine sulfate 60 MG Extended Release Oral Capsule [Kadian]
894806	morphine sulfate 5 MG
894807	morphine sulfate 5 MG Rectal Suppository
894812	morphine sulfate 60 MG [MS Contin]
894813	morphine sulfate 60 MG Extended Release Oral Tablet [MS Contin]
894814	morphine sulfate 80 MG Extended Release Oral Capsule
894815	morphine sulfate 80 MG [Kadian]
894816	morphine sulfate 80 MG Extended Release Oral Capsule [Kadian]
894910	morphine sulfate 14.3 MG/ML
894911	0.7 ML morphine sulfate 14.3 MG/ML Auto-Injector
894912	1 ML morphine sulfate 10 MG/ML Prefilled Syringe
894913	morphine sulfate 8 MG/ML
894914	1 ML morphine sulfate 8 MG/ML Prefilled Syringe
894931	morphine sulfate 150 MG
894942	24 HR morphine sulfate 45 MG Extended Release Oral Capsule
894970	24 HR morphine sulfate 75 MG Extended Release Oral Capsule
894972	morphine sulfate 15 MG/ML
895012	morphine Oral Suspension
895201	morphine sulfate 20 MG Oral Tablet
895207	morphine sulfate 3 MG/ML
895212	morphine sulfate 30 MG/ML
895214	morphine sulfate 35 MG
895217	morphine sulfate 5 MG Extended Release Oral Tablet
895218	morphine sulfate 5 MG/ML
895221	morphine sulfate 50 MG Oral Tablet
895228	morphine sulfate 50 MG/ML
895232	morphine sulfate 6 MG/ML
895239	morphine sulfate 6.67 MG/ML
895973	morphine sulfate liposomal 10 MG/ML
897642	hydromorphone hydrochloride 0.2 MG/ML
897652	hydromorphone hydrochloride 1 MG/ML
897653	1 ML hydromorphone hydrochloride 1 MG/ML Injection
897654	hydromorphone hydrochloride 1 MG/ML [Dilaudid]
897657	hydromorphone hydrochloride 1 MG/ML Oral Solution
897658	hydromorphone hydrochloride 1 MG/ML Oral Solution [Dilaudid]
897662	hydromorphone hydrochloride 10 MG/ML
897669	hydromorphone hydrochloride 12 MG
897686	hydromorphone hydrochloride 16 MG
897695	hydromorphone hydrochloride 2 MG
897696	hydromorphone hydrochloride 2 MG Oral Tablet
897697	hydromorphone hydrochloride 2 MG [Dilaudid]
897698	hydromorphone hydrochloride 2 MG Oral Tablet [Dilaudid]
897701	hydromorphone hydrochloride 4 MG
897702	hydromorphone hydrochloride 4 MG Oral Tablet
897703	hydromorphone hydrochloride 4 MG [Dilaudid]
897704	hydromorphone hydrochloride 4 MG Oral Tablet [Dilaudid]
897709	hydromorphone hydrochloride 8 MG
897710	hydromorphone hydrochloride 8 MG Oral Tablet
897711	hydromorphone hydrochloride 8 MG [Dilaudid]
897712	hydromorphone hydrochloride 8 MG Oral Tablet [Dilaudid]
897729	hydromorphone hydrochloride 24 MG
897736	hydromorphone hydrochloride 32 MG
897744	hydromorphone hydrochloride 2 MG/ML
897745	hydromorphone hydrochloride 2 MG/ML Injectable Solution
897746	hydromorphone hydrochloride 2 MG/ML [Dilaudid]
897748	hydromorphone hydrochloride 3 MG
897749	hydromorphone hydrochloride 3 MG Rectal Suppository
897752	hydromorphone hydrochloride 4 MG/ML
897753	1 ML hydromorphone hydrochloride 4 MG/ML Injection
897754	hydromorphone hydrochloride 4 MG/ML [Dilaudid]
897756	1 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe
897757	1 ML hydromorphone hydrochloride 2 MG/ML Prefilled Syringe
897758	1 ML hydromorphone hydrochloride 4 MG/ML Cartridge
897770	hydromorphone hydrochloride 1 MG
898003	hydromorphone hydrochloride 1.3 MG
898137	hydromorphone hydrochloride 2.6 MG
902728	hydromorphone Extended Release Oral Tablet
902729	24 HR hydromorphone hydrochloride 12 MG Extended Release Oral Tablet
902736	24 HR hydromorphone hydrochloride 16 MG Extended Release Oral Tablet
902741	24 HR hydromorphone hydrochloride 8 MG Extended Release Oral Tablet
904414	nalbuphine hydrochloride 10 MG/ML
904415	nalbuphine hydrochloride 10 MG/ML Injectable Solution
904439	nalbuphine hydrochloride 20 MG/ML
904440	nalbuphine hydrochloride 20 MG/ML Injectable Solution
904869	buprenorphine 0.01 MG/HR
904870	168 HR buprenorphine 0.01 MG/HR Transdermal System
904872	buprenorphine 0.01 MG/HR [BuTrans]
904874	168 HR buprenorphine 0.01 MG/HR Transdermal System [BuTrans]
904875	buprenorphine 0.02 MG/HR
904876	168 HR buprenorphine 0.02 MG/HR Transdermal System
904877	buprenorphine 0.02 MG/HR [BuTrans]
904878	168 HR buprenorphine 0.02 MG/HR Transdermal System [BuTrans]
904879	buprenorphine 0.005 MG/HR
904880	168 HR buprenorphine 0.005 MG/HR Transdermal System
904881	buprenorphine 0.005 MG/HR [BuTrans]
904882	168 HR buprenorphine 0.005 MG/HR Transdermal System [BuTrans]
977873	oxymorphone hydrochloride 10 MG
977874	12 HR oxymorphone hydrochloride 10 MG Extended Release Oral Tablet
977875	oxymorphone hydrochloride 10 MG [Opana]
977893	oxymorphone hydrochloride 15 MG
977894	12 HR oxymorphone hydrochloride 15 MG Extended Release Oral Tablet
977901	oxymorphone hydrochloride 20 MG
977902	12 HR oxymorphone hydrochloride 20 MG Extended Release Oral Tablet
977908	oxymorphone hydrochloride 30 MG
977909	12 HR oxymorphone hydrochloride 30 MG Extended Release Oral Tablet
977914	oxymorphone hydrochloride 40 MG
977915	12 HR oxymorphone hydrochloride 40 MG Extended Release Oral Tablet
977922	oxymorphone hydrochloride 5 MG
977923	12 HR oxymorphone hydrochloride 5 MG Extended Release Oral Tablet
977924	oxymorphone hydrochloride 5 MG [Opana]
977928	oxymorphone hydrochloride 7.5 MG
977929	12 HR oxymorphone hydrochloride 7.5 MG Extended Release Oral Tablet
977939	oxymorphone hydrochloride 5 MG Oral Tablet
977940	oxymorphone hydrochloride 5 MG Oral Tablet [Opana]
977942	oxymorphone hydrochloride 10 MG Oral Tablet
977943	oxymorphone hydrochloride 10 MG Oral Tablet [Opana]
991147	methadone hydrochloride 10 MG/ML Oral Solution
991149	methadone hydrochloride 10 MG/ML Oral Solution [Methadose]
991486	codeine phosphate 2 MG/ML / promethazine hydrochloride 1.25 MG/ML Oral Solution
992656	homatropine methylbromide 1.5 MG / hydrocodone bitartrate 5 MG Oral Tablet
992658	homatropine methylbromide 1.5 MG / hydrocodone bitartrate 5 MG [Hycodan]
992659	homatropine / hydrocodone Oral Tablet [Hycodan]
992660	homatropine methylbromide 1.5 MG / hydrocodone bitartrate 5 MG Oral Tablet [Hycodan]
992668	homatropine methylbromide 0.3 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution
992669	homatropine methylbromide 0.3 MG/ML / hydrocodone bitartrate 1 MG/ML [Hycodan]
992670	homatropine / hydrocodone Oral Solution [Hycodan]
992671	homatropine methylbromide 0.3 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Hycodan]
992674	homatropine methylbromide 0.3 MG/ML / hydrocodone bitartrate 1 MG/ML [Hydromet]
992675	homatropine methylbromide 0.3 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Hydromet]
992732	homatropine methylbromide 1.5 MG / hydrocodone bitartrate 5 MG [Tussigon]
992733	homatropine methylbromide 1.5 MG / hydrocodone bitartrate 5 MG Oral Tablet [Tussigon]
993754	codeine phosphate 2.4 MG/ML
993755	acetaminophen 24 MG/ML / codeine phosphate 2.4 MG/ML Oral Solution
993769	codeine phosphate 15 MG
993770	acetaminophen 300 MG / codeine phosphate 15 MG Oral Tablet
993780	codeine phosphate 30 MG
993781	acetaminophen 300 MG / codeine phosphate 30 MG Oral Tablet
993836	acetaminophen 300 MG / codeine phosphate 30 MG [Tylenol with Codeine]
993837	acetaminophen 300 MG / codeine phosphate 30 MG Oral Tablet [Tylenol with Codeine]
993889	codeine phosphate 60 MG
993890	acetaminophen 300 MG / codeine phosphate 60 MG Oral Tablet
993891	acetaminophen 300 MG / codeine phosphate 60 MG [Tylenol with Codeine]
993892	acetaminophen 300 MG / codeine phosphate 60 MG Oral Tablet [Tylenol with Codeine]
993923	codeine phosphate 16 MG
993943	acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule
994011	codeine phosphate 20 MG
994017	codeine phosphate 10 MG
994043	acetaminophen 500 MG / codeine phosphate 15 MG Oral Tablet
994046	acetaminophen 500 MG / codeine phosphate 30 MG Oral Tablet
994226	aspirin 325 MG / carisoprodol 200 MG / codeine phosphate 16 MG Oral Tablet
994237	aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule
994238	aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG [Ascomp]
994239	aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule [Ascomp]
994282	codeine phosphate 1.27 MG/ML
994289	brompheniramine maleate 0.27 MG/ML / codeine phosphate 1.27 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution
994402	brompheniramine maleate 0.4 MG/ML / codeine phosphate 1.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
994404	brompheniramine maleate 0.4 MG/ML / codeine phosphate 1.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Mar-cof BP]
995033	codeine phosphate 1 MG/ML
995041	chlorpheniramine maleate 0.2 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension
995043	chlorpheniramine maleate 0.2 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension [Zodryl DAC]
995062	chlorpheniramine maleate 0.2 MG/ML / codeine phosphate 1 MG/ML Oral Suspension
995064	chlorpheniramine maleate 0.2 MG/ML / codeine phosphate 1 MG/ML Oral Suspension [Zodryl AC]
995065	chlorpheniramine maleate 0.222 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 3.33 MG/ML Oral Suspension
995067	chlorpheniramine maleate 0.222 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 3.33 MG/ML Oral Suspension [Zodryl DAC]
995068	chlorpheniramine maleate 0.222 MG/ML / codeine phosphate 1 MG/ML Oral Suspension
995070	chlorpheniramine maleate 0.222 MG/ML / codeine phosphate 1 MG/ML Oral Suspension [Zodryl AC]
995071	chlorpheniramine maleate 0.25 MG/ML / codeine phosphate 1 MG/ML Oral Suspension
995073	chlorpheniramine maleate 0.25 MG/ML / codeine phosphate 1 MG/ML Oral Suspension [Zodryl AC]
995075	chlorpheniramine maleate 0.25 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 0.375 MG/ML Oral Suspension
995077	chlorpheniramine maleate 0.25 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 0.375 MG/ML Oral Suspension [Zodryl DAC]
995079	chlorpheniramine maleate 0.266 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Suspension
995081	chlorpheniramine maleate 0.266 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Suspension [Zodryl DAC]
995082	chlorpheniramine maleate 0.267 MG/ML / codeine phosphate 1 MG/ML Oral Suspension
995084	chlorpheniramine maleate 0.267 MG/ML / codeine phosphate 1 MG/ML Oral Suspension [Zodryl AC]
995086	chlorpheniramine maleate 0.286 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 4.29 MG/ML Oral Suspension
995088	chlorpheniramine maleate 0.286 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 4.29 MG/ML Oral Suspension [Zodryl DAC]
995093	chlorpheniramine maleate 0.286 MG/ML / codeine phosphate 1 MG/ML Oral Suspension
995095	chlorpheniramine maleate 0.286 MG/ML / codeine phosphate 1 MG/ML Oral Suspension [Zodryl AC]
995108	chlorpheniramine maleate 0.333 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 5 MG/ML Oral Suspension
995110	chlorpheniramine maleate 0.333 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 5 MG/ML Oral Suspension [Zodryl DAC]
995116	chlorpheniramine maleate 0.333 MG/ML / codeine phosphate 1 MG/ML Oral Suspension
995118	chlorpheniramine maleate 0.333 MG/ML / codeine phosphate 1 MG/ML Oral Suspension [Zodryl AC]
995120	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Suspension
995122	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Suspension [Zodryl DAC]
995123	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1 MG/ML Oral Suspension
995125	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1 MG/ML Oral Suspension [Zodryl AC]
995127	codeine phosphate 1.8 MG/ML
995128	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.8 MG/ML Oral Solution
995131	chlorpheniramine / codeine Oral Solution [Z Tuss AC]
995132	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.8 MG/ML Oral Solution [Z Tuss AC]
995225	codeine phosphate 0.5 MG/ML
995226	codeine phosphate 0.5 MG/ML / guaifenesin 15 MG/ML Oral Solution
995437	codeine phosphate 1.26 MG/ML
995438	codeine phosphate 1.26 MG/ML / guaifenesin 20 MG/ML Oral Solution
995439	codeine phosphate 1.26 MG/ML / guaifenesin 20 MG/ML [M-Clear WC]
995440	codeine phosphate 1.26 MG/ML / guaifenesin 20 MG/ML Oral Solution [M-Clear WC]
995441	codeine phosphate 1.5 MG/ML / guaifenesin 45 MG/ML Oral Solution
995442	codeine phosphate 1.5 MG/ML / guaifenesin 45 MG/ML [Mar-cof CG]
995443	codeine phosphate 1.5 MG/ML / guaifenesin 45 MG/ML Oral Solution [Mar-cof CG]
995450	codeine phosphate 10 MG / guaifenesin 300 MG Oral Tablet
995483	codeine phosphate 2 MG/ML / guaifenesin 40 MG/ML Oral Solution
995844	codeine / guaifenesin / pseudoephedrine Oral Solution [Biotussin]
995868	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML Oral Solution
995870	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML [Cheratussin]
995871	codeine / guaifenesin Oral Solution [Cheratussin]
995872	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML Oral Solution [Cheratussin]
995934	codeine phosphate 10 MG / guaifenesin 300 MG [Brontex]
995935	codeine / guaifenesin Oral Tablet [Brontex]
995936	codeine phosphate 10 MG / guaifenesin 300 MG Oral Tablet [Brontex]
995938	codeine phosphate 0.5 MG/ML / guaifenesin 15 MG/ML [Brontex]
995939	codeine / guaifenesin Oral Solution [Brontex]
995940	codeine phosphate 0.5 MG/ML / guaifenesin 15 MG/ML Oral Solution [Brontex]
995955	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML [Cheracol with Codeine]
995956	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML Oral Solution [Cheracol with Codeine]
995983	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
995984	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML [Biotussin]
995985	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Biotussin]
995992	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML [Cheratussin DAC]
995993	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Cheratussin DAC]
996512	codeine phosphate 2 MG/ML / guaifenesin 60 MG/ML Oral Solution
996580	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine maleate 1 MG/ML Oral Solution
996582	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine maleate 1 MG/ML [Zotex C]
996583	codeine / phenylephrine / pyrilamine Oral Solution [Zotex C]
996584	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine maleate 1 MG/ML Oral Solution [Zotex C]
996655	codeine phosphate 2 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
996706	codeine phosphate 20 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Oral Tablet
996707	codeine phosphate 20 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG [Maxiphen CDX]
996708	codeine phosphate 20 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Oral Tablet [Maxiphen CDX]
996710	codeine phosphate 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 20 MG Oral Tablet
996711	codeine phosphate 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 20 MG [Ambifed-G CD]
996712	codeine phosphate 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 20 MG Oral Tablet [Ambifed-G CD]
996714	codeine phosphate 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet
996715	codeine phosphate 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 30 MG [Ambifed CD]
996716	codeine phosphate 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet [Ambifed CD]
996725	codeine phosphate 20 MG / guaifenesin 400 MG Oral Tablet
996726	codeine phosphate 20 MG / guaifenesin 400 MG [Allfen CDX]
996727	codeine phosphate 20 MG / guaifenesin 400 MG Oral Tablet [Allfen CDX]
996728	codeine phosphate 20 MG / pseudoephedrine hydrochloride 60 MG Oral Capsule
996729	codeine phosphate 20 MG / pseudoephedrine hydrochloride 60 MG [Nucofed]
996730	codeine phosphate 20 MG / pseudoephedrine hydrochloride 60 MG Oral Capsule [Nucofed]
996733	codeine phosphate 5 MG/ML
996735	codeine phosphate 9 MG
996736	codeine phosphate 9 MG / guaifenesin 200 MG Oral Capsule
996737	codeine phosphate 9 MG / guaifenesin 200 MG [M-Clear WC]
996738	codeine phosphate 9 MG / guaifenesin 200 MG Oral Capsule [M-Clear WC]
996757	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hydrochloride 1.25 MG/ML Oral Solution
996775	codeine phosphate 60 MG/ML
996975	codeine phosphate 12.8 MG
996976	acetaminophen 500 MG / codeine phosphate 12.8 MG Oral Tablet
996977	codeine phosphate 13.5 MG
996978	acetaminophen 500 MG / codeine phosphate 13.5 MG Oral Tablet
996979	acetaminophen 500 MG / codeine phosphate 30 MG Oral Capsule
996980	codeine phosphate 8 MG
996981	acetaminophen 500 MG / codeine phosphate 8 MG Oral Capsule
996982	acetaminophen 500 MG / codeine phosphate 8 MG Oral Tablet
996988	aspirin 300 MG / codeine phosphate 8 MG Oral Tablet
996991	aspirin 325 MG / codeine phosphate 30 MG Oral Tablet
996994	aspirin 325 MG / codeine phosphate 60 MG Oral Tablet
996998	brompheniramine maleate 0.266 MG/ML / codeine phosphate 1.27 MG/ML / phenylephrine hydrochloride 0.666 MG/ML Oral Solution
997163	codeine phosphate 12.5 MG
997167	codeine sulfate 15 MG
997169	codeine phosphate 15 MG Oral Tablet
997170	codeine sulfate 15 MG Oral Tablet
997281	codeine phosphate 3 MG/ML
997286	codeine sulfate 30 MG
997287	codeine sulfate 30 MG Oral Tablet
997291	codeine sulfate 60 MG
997296	codeine sulfate 60 MG Oral Tablet
997400	codeine / terpin hydrate Oral Solution
998212	1 ML morphine sulfate 2 MG/ML Prefilled Syringe
998213	1 ML morphine sulfate 4 MG/ML Prefilled Syringe
1010600	buprenorphine 2 MG / naloxone 0.5 MG Sublingual Film
1010601	buprenorphine 2 MG / naloxone 0.5 MG [Suboxone]
1010603	buprenorphine 2 MG / naloxone 0.5 MG Sublingual Film [Suboxone]
1010604	buprenorphine 8 MG / naloxone 2 MG Sublingual Film
1010605	buprenorphine 8 MG / naloxone 2 MG [Suboxone]
1010606	buprenorphine 8 MG / naloxone 2 MG Sublingual Film [Suboxone]
1012122	chlorcyclizine / codeine / pseudoephedrine Oral Solution
1014598	oxycodone hydrochloride 10 MG
1014599	acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet
1014614	oxycodone hydrochloride 5 MG
1014615	acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet
1014631	oxycodone hydrochloride 7.5 MG
1014632	acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tablet
1037258	oxycodone hydrochloride 2.5 MG
1037259	acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tablet
1042693	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
1044427	acetaminophen 20 MG/ML / hydrocodone bitartrate 0.667 MG/ML Oral Solution
1049214	acetaminophen 325 MG / oxycodone hydrochloride 10 MG Oral Tablet
1049215	acetaminophen 325 MG / oxycodone hydrochloride 10 MG [Endocet]
1049216	acetaminophen 325 MG / oxycodone hydrochloride 10 MG Oral Tablet [Endocet]
1049221	acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet
1049222	acetaminophen 325 MG / oxycodone hydrochloride 5 MG [Endocet]
1049223	acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet [Endocet]
1049225	acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG Oral Tablet
1049226	acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG [Endocet]
1049227	acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Endocet]
1049233	acetaminophen 500 MG / oxycodone hydrochloride 7.5 MG Oral Tablet
1049251	acetaminophen 400 MG / oxycodone hydrochloride 10 MG Oral Tablet
1049260	acetaminophen 400 MG / oxycodone hydrochloride 5 MG Oral Tablet
1049267	acetaminophen 400 MG / oxycodone hydrochloride 7.5 MG Oral Tablet
1049270	acetaminophen 650 MG / oxycodone hydrochloride 10 MG Oral Tablet
1049502	12 HR oxycodone hydrochloride 10 MG Extended Release Oral Tablet
1049503	oxycodone hydrochloride 10 MG [Oxycontin]
1049504	Abuse-Deterrent 12 HR oxycodone hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin]
1049542	oxycodone hydrochloride 15 MG
1049543	12 HR oxycodone hydrochloride 15 MG Extended Release Oral Tablet
1049544	oxycodone hydrochloride 15 MG [Oxycontin]
1049545	Abuse-Deterrent 12 HR oxycodone hydrochloride 15 MG Extended Release Oral Tablet [Oxycontin]
1049562	oxycodone hydrochloride 20 MG
1049563	12 HR oxycodone hydrochloride 20 MG Extended Release Oral Tablet
1049564	oxycodone hydrochloride 20 MG [Oxycontin]
1049565	Abuse-Deterrent 12 HR oxycodone hydrochloride 20 MG Extended Release Oral Tablet [Oxycontin]
1049573	oxycodone hydrochloride 30 MG
1049574	12 HR oxycodone hydrochloride 30 MG Extended Release Oral Tablet
1049575	oxycodone hydrochloride 30 MG [Oxycontin]
1049576	Abuse-Deterrent 12 HR oxycodone hydrochloride 30 MG Extended Release Oral Tablet [Oxycontin]
1049579	oxycodone hydrochloride 1 MG/ML
1049580	acetaminophen 65 MG/ML / oxycodone hydrochloride 1 MG/ML Oral Solution
1049583	oxycodone hydrochloride 40 MG
1049584	12 HR oxycodone hydrochloride 40 MG Extended Release Oral Tablet
1049585	oxycodone hydrochloride 40 MG [Oxycontin]
1049586	Abuse-Deterrent 12 HR oxycodone hydrochloride 40 MG Extended Release Oral Tablet [Oxycontin]
1049589	ibuprofen 400 MG / oxycodone hydrochloride 5 MG Oral Tablet
1049592	oxycodone hydrochloride 60 MG
1049593	12 HR oxycodone hydrochloride 60 MG Extended Release Oral Tablet
1049594	oxycodone hydrochloride 60 MG [Oxycontin]
1049595	Abuse-Deterrent 12 HR oxycodone hydrochloride 60 MG Extended Release Oral Tablet [Oxycontin]
1049598	oxycodone hydrochloride 80 MG
1049599	12 HR oxycodone hydrochloride 80 MG Extended Release Oral Tablet
1049600	oxycodone hydrochloride 80 MG [Oxycontin]
1049601	Abuse-Deterrent 12 HR oxycodone hydrochloride 80 MG Extended Release Oral Tablet [Oxycontin]
1049604	oxycodone hydrochloride 1 MG/ML Oral Solution
1049611	oxycodone hydrochloride 15 MG Oral Tablet
1049612	oxycodone hydrochloride 15 MG [Roxicodone]
1049613	oxycodone hydrochloride 15 MG Oral Tablet [Roxicodone]
1049614	oxycodone hydrochloride 20 MG/ML
1049615	oxycodone hydrochloride 20 MG/ML Oral Solution
1049618	oxycodone hydrochloride 30 MG Oral Tablet
1049619	oxycodone hydrochloride 30 MG [Roxicodone]
1049620	oxycodone hydrochloride 30 MG Oral Tablet [Roxicodone]
1049621	oxycodone hydrochloride 5 MG Oral Tablet
1049622	oxycodone hydrochloride 5 MG [Roxicodone]
1049623	oxycodone hydrochloride 5 MG Oral Tablet [Roxicodone]
1049624	acetaminophen 325 MG / oxycodone hydrochloride 10 MG [Percocet]
1049625	acetaminophen 325 MG / oxycodone hydrochloride 10 MG Oral Tablet [Percocet]
1049635	acetaminophen 325 MG / oxycodone hydrochloride 2.5 MG Oral Tablet
1049636	acetaminophen 325 MG / oxycodone hydrochloride 2.5 MG [Percocet]
1049637	acetaminophen 325 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Percocet]
1049639	acetaminophen 325 MG / oxycodone hydrochloride 5 MG [Percocet]
1049640	acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet [Percocet]
1049641	acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG [Percocet]
1049642	acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Percocet]
1049651	acetaminophen 500 MG / oxycodone hydrochloride 10 MG Oral Tablet
1049658	acetaminophen 500 MG / oxycodone hydrochloride 5 MG Oral Capsule
1049683	oxycodone hydrochloride 10 MG Oral Tablet
1049686	oxycodone hydrochloride 20 MG Oral Tablet
1049696	oxycodone hydrochloride 5 MG Oral Capsule
1049718	oxycodone hydrochloride 10 MG/ML
1053646	fentanyl Sublingual Tablet
1053647	fentanyl 0.1 MG Sublingual Tablet
1053649	fentanyl 0.1 MG [Abstral]
1053650	fentanyl Sublingual Tablet [Abstral]
1053651	fentanyl 0.1 MG Sublingual Tablet [Abstral]
1053652	fentanyl 0.2 MG Sublingual Tablet
1053653	fentanyl 0.2 MG [Abstral]
1053654	fentanyl 0.2 MG Sublingual Tablet [Abstral]
1053655	fentanyl 0.3 MG Sublingual Tablet
1053656	fentanyl 0.3 MG [Abstral]
1053657	fentanyl 0.3 MG Sublingual Tablet [Abstral]
1053658	fentanyl 0.4 MG Sublingual Tablet
1053659	fentanyl 0.4 MG [Abstral]
