RXNORM	STR
859931	guaifenesin 40 MG/ML / hydrocodone bitartrate 1.2 MG/ML Oral Solution
859934	guaifenesin 40 MG/ML / hydrocodone bitartrate 1.5 MG/ML Oral Solution
859939	guaifenesin 45 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 2 MG/ML
859941	Exetuss HC (guaifenesin 225 MG / hydrocodone bitartrate 2.5 MG / phenylephrine HCl 10 MG) per
859943	guaifenesin 45 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 2 MG/ML
859955	morphine sulfate 20 MG
859956	naltrexone hydrochloride 0.8 MG
859960	morphine sulfate 20 MG / naltrexone hydrochloride 0.8 MG [Embeda]
859963	morphine sulfate 30 MG
859964	naltrexone hydrochloride 1.2 MG
859966	morphine sulfate 30 MG / naltrexone hydrochloride 1.2 MG [Embeda]
859968	morphine sulfate 50 MG
859969	naltrexone hydrochloride 2 MG
859971	morphine sulfate 50 MG / naltrexone hydrochloride 2 MG [Embeda]
859993	guaifenesin 575 MG / hydrocodone bitartrate 5 MG [Touro HC]
859994	guaifenesin 575 MG / hydrocodone bitartrate 5 MG Extended Release Oral Tablet [Touro HC]
859997	guaifenesin 300 MG / hydrocodone bitartrate 3.5 MG per 5 ML Oral Solution
860006	guaifenesin 600 MG / hydrocodone bitartrate 5 MG [XPECT HC]
860007	guaifenesin 600 MG / hydrocodone bitartrate 5 MG Extended Release Oral Tablet [XPECT HC]
860117	hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Rhinaco
860118	HYDROCODONE 2.5/PPA 12.5MG/5ML SYRUP
860120	Codamine Pediatric 2.5/12.5 (hydrocodone bitartrate / phenylpropanolamine HCl) per 5 ML Syrup
860123	Hycomine Pediatric 2.5/12.5 (hydrocodone bitartrate / phenylpropanolamine HCl) per 5 ML Syrup
860129	Hycophen Pediatric 2.5/12.5 (hydrocodone bitartrate / phenylpropanolamine HCl) per 5 ML Syrup
860133	ColdCough HCM 3mg-15mg/5ml Syrup
860151	hydrocodone bitartrate 1 MG/ML / phenylephrine HCl 1 MG/ML / pyrilamine maleate 1 MG/ML Oral
860153	Atuss MR (hydrocodone bitartrate 1 MG/ML / phenylephrine HCl 1 MG/ML / pyrilamine maleate 1 M
860155	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Vortex]
860156	guaifenesin / hydrocodone Oral Solution [Vortex]
860157	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Vortex]
860159	De-Chlor MR (hydrocodone bitartrate 1 MG/ML / phenylephrine HCl 1 MG/ML / pyrilamine maleate
860165	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.8 MG/ML Oral Solution
860234	Donatussin DC (hydrocodone bitartrate 2.5 MG / phenylephrine 7.5 MG / guaifenesin 50 MG) per
860236	Dynatuss HC (guaifenesin 50 MG / hydrocodone bitartrate 2.5 MG / phenylephrine 7.5 MG) per 5
860239	guaifenesin 10 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1.5 MG/
860246	guaifenesin 10 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1.5 MG/
860247	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Cleartuss DH]
860248	Cleartuss DH 100-5mg/5ml Syrup
860251	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Co-Tuss V Expectorant]
860252	Co-Tuss V Expectorant 5/100 (hydrocodone / guaifenesin) per 5 ML Oral Solution
860254	guaifenesin 10 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1.5 MG/
860255	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Co-Tussin]
860256	Co-Tussin (guaifenesin 100 MG / hydrocodone bitartrate 5 MG) per 5 ML Oral Solution
860257	guaifenesin 1000 MG / hydrocodone bitartrate 10 MG [Extendryl HC]
860258	Extendryl HC (guaifenesin 1000 MG / hydrocodone bitartrate 10 MG) Extended Release Oral Table
860259	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Codiclear DH]
860260	"Codiclear DH (obsolete), 100 mg-5 mg/5 mL oral liquid"
860261	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Codotuss]
860262	Codotuss (guaifenesin 100 MG / hydrocodone bitartrate 5 MG) per 5 ML Oral Solution
860263	guaifenesin 1200 MG / hydrocodone bitartrate 10 MG [Tusso HC]
860264	guaifenesin 1200 MG / hydrocodone bitartrate 10 MG Extended Release Oral Tablet [Tusso HC]
860265	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Cotuss-V]
860266	"Cotuss V, 100 mg-5 mg/5 mL oral liquid"
860268	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Entuss]
860269	Entuss 5/100 (hydrocodone / guaifenesin) per 5 ML Oral Solution
860270	guaifenesin 16 MG/ML / hydrocodone bitartrate 1 MG/ML / pheniramine maleate 2.67 MG/ML / phen
860272	guaifenesin 16 MG/ML / hydrocodone bitartrate 1 MG/ML / pheniramine maleate 2.67 MG/ML / phen
860273	guaifenesin 18 MG/ML / hydrocodone bitartrate 0.6 MG/ML Oral Solution
860276	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Fentuss Expectorant]
860277	Fentuss Expectorant 5/100 (hydrocodone / guaifenesin) per 5 ML Syrup
860278	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [G-Tuss]
860279	G-Tuss 100mg-5mg/5ml Syrup
860282	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Genocidin Tuss]
860283	Genocidin Tuss 5/100 (hydrocodone / guaifenesin) per 5 ML Syrup
860284	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Gua HC]
860285	Gua HC 5/100 (hydrocodone / guaifenesin) per 5 ML Oral Solution
860433	Dynatuss HCG 2.5mg-7.5mg-100mg/5ml Syrup
860435	Gentex HC (guaifenesin 100 MG / hydrocodone bitartrate 2.5 MG / phenylephrine HCl 7.5 MG) per
860437	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1.5 MG/
860438	C-Cof XP 100mg-2.5mg-15mg Syrup
860440	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 3 MG/
860444	Decotuss-HD (guaifenesin 100 MG / hydrocodone 2.5 MG / pseudoephedrine 30 MG) per 5 ML Oral S
860446	Drituss HD (guaifenesin 100 MG / hydrocodone bitartrate 2.5 MG / pseudoephedrine 30 MG) per 5
860450	Entuss-D Jr (guaifenesin 100 MG / hydrocodone bitartrate 2.5 MG / pseudoephedrine 30 MG) per
860452	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
860454	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
860456	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
860494	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [HYCOTUSS]
860495	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [HYCOTUSS]
860496	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Hycosin Expectorant]
860497	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Hycosin Expectorant]
860498	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Hycotuss Expectorant]
860499	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Hycotuss Expectorant]
860500	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Hydrocod-GF]
860501	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Hydrocod-GF]
860504	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Hydrotuss]
860505	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Hydrotuss]
860529	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Su-Tuss HD]
860530	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
860538	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
860543	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
860544	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution
860545	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML [Dynatuss DF]
860546	Dynatuss DF (guaifenesin 100 MG / hydrocodone 2.5 MG ) per 5 ML Syrup
860547	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML [Tusso DF]
860548	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution [Tusso DF]
860549	"Guaifenesin 100mg/5mL, Hydrocodone Bitartrate 3mg/5mL, Pseudoephedrine Hydrochloride 15mg/5mL"
860558	guaiFENesin 100 MG / HYDROcodone bitartrate 3.5 MG in 5 mL Oral Solution
860569	chlorpheniramine maleate 0.4 MG/ML / guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML
860570	chlorpheniramine 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine 1 MG/ML / pseud
860571	chlorpheniramine maleate 0.4 MG/mL / HYDROcodone bitartrate 0.7 MG/mL / phenylephrine HCl 1 M
860572	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1.5 MG/ML / pseudoephedrine HCl 3
860573	chlorpheniramine maleate 0.8 MG/mL / HYDROcodone bitartrate 0.7 MG/mL / phenylephrine HCl 2 M
860576	chlorpheniramine maleate 2.4 MG/ML / hydrocodone bitartrate 2 MG/ML / phenylephrine hydrochlo
860579	guaifenesin 10 MG/ML / hydrocodone bitartrate 0.75 MG/ML / pseudoephedrine hydrochloride 4.5
860582	guaiFENesin 20 MG/mL / HYDROcodone bitartrate 0.5 MG/mL / phenylephrine HCl 2 MG/mL Oral Solu
860589	guaifenesin 200 MG / hydrocodone bitartrate 5 MG / phenindamine tartrate 25 MG Oral Tablet
860592	Giltuss HC 5mg-300mg-10mg/5ml Syrup
860594	HYDROCODONE 5/PPA 12.5MG/5ML SYRUP
860595	HYDROCODONE 5/PPA 25MG/5ML SYRUP
860596	HYDROCODONE 5/PSEUDO 30MG/5ML LIQUID
860597	HYDROCODONE 5MG/PHENYLTOLOXAMINE 10MG/5ML SUSP
860599	hydrocodone bitartrate 7.5 MG Oral Tablet
860658	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Kwelcof]
860659	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Kwelcof]
860660	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [M-Clear]
860661	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [M-Clear]
860662	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Medcodin]
860663	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Medcodin]
860664	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Pneumotussin]
860665	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Pneumotussin]
860666	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Propatuss Expectorant]
860667	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Propatuss Expectorant]
860668	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Vi Q Tuss]
860669	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Vi Q Tuss]
860673	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Vicotuss]
860674	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Vicotuss]
860678	hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine maleate 1 M
860680	Codamine 5/25 (hydrocodone bitartrate / phenylpropanolamine HCl) per 5 ML Oral Solution
860682	Hycomine 25/5 (phenylpropanolamine HCl / hydrocodone bitartrate) per 5 ML Syrup
860684	Hycophen (hydrocodone bitartrate 5 MG / phenylpropanolamine HCl 25 MG) per 5 ML Syrup
860686	hydrocodone bitartrate 1 MG/ML / phenylpropanolamine hydrochloride 5 MG/ML Oral Solution [Hyp
860723	hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solution [Hytuss
860725	hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solution [Iotuss
860791	meperidine hydrochloride 75 MG/ML
860792	1 ML meperidine hydrochloride 75 MG/ML Cartridge
861446	meperidine hydrochloride 10 MG/ML
861447	meperidine hydrochloride 10 MG/ML Injectable Solution
861454	meperidine hydrochloride 100 MG
861455	meperidine hydrochloride 100 MG Oral Tablet
861458	meperidine hydrochloride 100 MG/ML
861459	meperidine hydrochloride 100 MG/ML Injectable Solution
861462	meperidine hydrochloride 50 MG/ML
861463	meperidine hydrochloride 50 MG/ML Injectable Solution
861466	meperidine hydrochloride 50 MG
861467	meperidine hydrochloride 50 MG Oral Tablet
861473	1 ML meperidine hydrochloride 50 MG/ML Cartridge
861475	meperidine hydrochloride 25 MG/ML
861476	1 ML meperidine hydrochloride 25 MG/ML Injection
861479	meperidine hydrochloride 10 MG/ML Oral Solution
861482	1 ML meperidine hydrochloride 75 MG/ML Injection
861493	1 ML meperidine hydrochloride 100 MG/ML Cartridge
861494	1 ML meperidine hydrochloride 25 MG/ML Cartridge
861515	meperidine hydrochloride 100 MG [Demerol]
861516	meperidine Oral Tablet [Demerol]
861517	meperidine hydrochloride 100 MG Oral Tablet [Demerol]
861518	meperidine hydrochloride 100 MG/ML [Demerol]
861519	meperidine Injectable Solution [Demerol]
861520	meperidine hydrochloride 100 MG/ML Injectable Solution [Demero
861521	meperidine hydrochloride 50 MG/ML [Demerol]
861522	meperidine hydrochloride 50 MG/ML Injectable Solution [Demerol
861524	meperidine hydrochloride 50 MG [Demerol]
861525	meperidine hydrochloride 50 MG Oral Tablet [Demerol]
861529	1 ML meperidine hydrochloride 50 MG/ML Cartridge [Demerol]
861530	meperidine hydrochloride 25 MG/ML [Demerol]
861532	meperidine hydrochloride 10 MG/ML [Demerol]
861533	meperidine Oral Solution [Demerol]
861534	Demerol 10 MG/ML Oral Solution
861535	meperidine hydrochloride 75 MG/ML [Demerol]
861544	acetaminophen 300 MG / meperidine hydrochloride 50 MG Oral Tablet
861578	meperidine hydrochloride 50 MG / promethazine hydrochloride 25
861579	meperidine hydrochloride 50 MG / promethazine hydrochloride 25 MG [Mepergan Fortis]
861580	Mepergan Fortis 50/25 Oral Capsule
861581	meperidine hydrochloride 50 MG / promethazine hydrochloride 25 MG [Meprozine]
861582	meperidine hydrochloride 50 MG / promethazine hydrochloride 25 MG Oral Capsule [Meprozine]
861617	1 ML meperidine hydrochloride 75 MG/ML Cartridge [Demerol]
863539	morphine sulfate 100 MG
863540	naltrexone hydrochloride 4 MG
863542	morphine sulfate 100 MG / naltrexone hydrochloride 4 MG [Embeda]
863546	morphine sulfate 60 MG
863547	naltrexone hydrochloride 2.4 MG
863549	morphine sulfate 60 MG / naltrexone hydrochloride 2.4 MG [Embeda]
863551	morphine sulfate 80 MG
863552	naltrexone hydrochloride 3.2 MG
863554	morphine sulfate 80 MG / naltrexone hydrochloride 3.2 MG [Embeda]
863844	morphine / naltrexone Extended Release Oral Capsule
863845	Abuse-Deterrent morphine sulfate 100 MG / naltrexone hydrochlo
863846	morphine / naltrexone Extended Release Oral Capsule [Embeda]
863847	Abuse-Deterrent morphine sulfate 100 MG / naltrexone hydrochloride 4 MG Extended Release Oral
863848	Abuse-Deterrent morphine sulfate 20 MG / naltrexone hydrochlor
863849	Abuse-Deterrent morphine sulfate 20 MG / naltrexone hydrochloride 0.8 MG Extended Release Ora
863850	Abuse-Deterrent morphine sulfate 30 MG / naltrexone hydrochlor
863851	Abuse-Deterrent morphine sulfate 30 MG / naltrexone hydrochloride 1.2 MG Extended Release Ora
863852	Abuse-Deterrent morphine sulfate 50 MG / naltrexone hydrochlor
863853	Abuse-Deterrent morphine sulfate 50 MG / naltrexone hydrochloride 2 MG Extended Release Oral
863854	Abuse-Deterrent morphine sulfate 60 MG / naltrexone hydrochlor
863855	Abuse-Deterrent morphine sulfate 60 MG / naltrexone hydrochloride 2.4 MG Extended Release Ora
863856	Abuse-Deterrent morphine sulfate 80 MG / naltrexone hydrochlor
863857	Abuse-Deterrent morphine sulfate 80 MG / naltrexone hydrochloride 3.2 MG Extended Release Ora
863959	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Baltussin HC]
863960	Baltussin HC (chlorpheniramine maleate 2 MG / hydrocodone bitartrate 2.5 MG / phenylephrine H
864705	methadone hydrochloride 10 MG
864706	methadone hydrochloride 10 MG Oral Tablet
864707	methadone hydrochloride 10 MG [Dolophine]
864708	methadone hydrochloride 10 MG Oral Tablet [Dolophine]
864711	methadone hydrochloride 10 MG [Methadose]
864712	methadone hydrochloride 10 MG Oral Tablet [Methadose]
864713	methadone hydrochloride 10 MG/ML
864714	methadone hydrochloride 10 MG/ML Injectable Solution
864715	methadone hydrochloride 10 MG/ML [Dolophine]
864716	Dolophine 10 MG/ML Injectable Solution
864717	methadone hydrochloride 5 MG
864718	methadone hydrochloride 5 MG Oral Tablet
864719	methadone hydrochloride 5 MG [Dolophine]
864720	methadone hydrochloride 5 MG Oral Tablet [Dolophine]
864736	methadone hydrochloride 5 MG [Methadose]
864737	methadone hydrochloride 5 MG Oral Tablet [Methadose]
864749	METHADONE HCL 5MG/20ML ORAL SOLN
864751	methadone hydrochloride 0.4 MG/ML Oral Solution
864753	METHADONE HCL 10MG/20ML ORAL SOLN
864755	METHADONE HCL 0.58MG/ML ORAL SOLN
864759	METHADONE HCL 15MG/20ML ORAL SOLN
864760	methadone hydrochloride 1 MG/ML
864761	methadone hydrochloride 1 MG/ML Oral Solution
864763	METHADONE HCL 25MG/20ML ORAL SOLN
864765	METHADONE HCL 30MG/20ML ORAL SOLN
864767	METHADONE HCL 35MG/20ML ORAL SOLN
864768	methadone hydrochloride 2 MG/ML
864769	methadone hydrochloride 2 MG/ML Oral Solution
864771	METHADONE HCL 45MG/20ML ORAL SOLN
864786	METHADONE HCL 50MG/20ML ORAL SOLN
864789	METHADONE HCL 55MG/20ML ORAL SOLN
864794	methadone hydrochloride 25 MG/ML Injectable Solution
864796	METHADONE HCL 60MG/20ML ORAL SOLN
864799	METHADONE HCL 65MG/20ML ORAL SOLN
864801	METHADONE HCL 70MG/20ML ORAL SOLN
864804	METHADONE HCL 75MG/20ML ORAL SOLN
864807	METHADONE HCL 80MG/20ML ORAL SOLN
864811	METHADONE HCL 85MG/20ML ORAL SOLN
864822	METHADONE HCL 90MG/20ML ORAL SOLN
864824	METHADONE HCL 95MG/20ML ORAL SOLN
864825	methadone hydrochloride 5 MG/ML
864826	METHADONE HCL 100MG/20ML ORAL SOLN
864828	methadone hydrochloride 50 MG/ML Injectable Solution
864830	methadone hydrochloride 1 MG Oral Tablet
864832	methadone hydrochloride 1.33 MG/ML Oral Solution
864834	methadone hydrochloride 2.67 MG/ML Oral Solution
864836	methadone hydrochloride 25 MG Oral Tablet
864978	methadone hydrochloride 40 MG Tablet for Oral Suspension
864980	methadone hydrochloride 40 MG Tablet for Oral Suspension [Meth
864983	methadone hydrochloride 20 MG/ML
864984	methadone hydrochloride 20 MG/ML Concentrate for Oral Solution
866126	codeine / guaifenesin / pseudoephedrine Oral Suspension
866172	codeine / guaifenesin / pseudoephedrine Oral Suspension [Zodry
866331	morphine / naltrexone
866851	chlorpheniramine / codeine / pseudoephedrine Oral Suspension
866874	chlorpheniramine / codeine / pseudoephedrine Oral Suspension [
875908	tramadol hydrochloride 50 MG/ML [Zydol]
875909	tramadol hydrochloride 50 MG [Zydol]
875981	tramadol hydrochloride 50 MG [Tramake]
875982	tramadol hydrochloride 50 MG [Zamadol]
875991	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Hycoclar Tuss]
875992	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Hycoclear]
875995	tramadol hydrochloride 50 MG/ML [Zamadol]
876039	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML [Marcof]
876067	acetaminophen 500 MG / hydrocodone bitartrate 5 MG [Zydone]
876069	guaiacolsulfonate 24 MG/ML / hydrocodone bitartrate 0.5 MG/ML [Atuss EX]
877456	codeine / guaifenesin Oral Capsule [M-Clear WC]
877459	Mar-cof BP
877461	brompheniramine / codeine / pseudoephedrine Oral Solution [Mar
880702	codeine / guaifenesin Oral Solution [ExeClear-C]
885560	chlorpheniramine / dihydrocodeine / phenylephrine Oral Solution [Tusscough DHC]
885779	Astramorph
886621	butorphanol tartrate 2 MG/ML
886622	butorphanol tartrate 2 MG/ML Injectable Solution
886623	butorphanol tartrate 2 MG/ML [Stadol]
886624	Butorphanol Tartrate 2 MG/1 ML Injection Solution [STADOL]
886626	butorphanol tartrate 1 MG/ML
886627	1 ML butorphanol tartrate 1 MG/ML Injection
886634	butorphanol tartrate 1 MG/ACTUAT Metered Dose Nasal Spray
886636	butorphanol tartrate 1 MG/ACTUAT Metered Dose Nasal Spray [Stadol]
891481	codeine phosphate 1.5 MG/ML
891872	morphine Extended Release Oral Tablet [Oramorph]
891874	morphine sulfate 100 MG Extended Release Oral Tablet
891875	morphine sulfate 100 MG [Oramorph]
891876	morphine sulfate 100 MG Extended Release Oral Tablet [Oramorph]
891877	morphine sulfate 15 MG
891878	12 HR morphine sulfate 15 MG Extended Release Oral Tablet
891879	morphine sulfate 15 MG [Oramorph]
891881	morphine sulfate 15 MG Extended Release Oral Tablet
891882	morphine sulfate 15 MG Extended Release Oral Tablet [Oramorph]
891883	12 HR morphine sulfate 100 MG Extended Release Oral Tablet
891885	12 HR morphine sulfate 30 MG Extended Release Oral Tablet
891886	morphine sulfate 30 MG [Oramorph]
891888	morphine sulfate 30 MG Extended Release Oral Tablet
891889	morphine sulfate 30 MG Extended Release Oral Tablet [Oramorph]
891890	12 HR morphine sulfate 60 MG Extended Release Oral Tablet
891891	morphine sulfate 60 MG [Oramorph]
891893	morphine sulfate 60 MG Extended Release Oral Tablet
891894	morphine sulfate 60 MG Extended Release Oral Tablet [Oramorph]
892296	morphine sulfate 120 MG
892297	24 HR morphine sulfate 120 MG Extended Release Oral Capsule
892298	morphine sulfate 120 MG [Avinza]
892299	24 HR Avinza 120 MG Extended Release Oral Capsule
892300	morphine sulfate 120 MG Extended Release Oral Capsule
892301	Avinza 120 MG Extended Release Oral Capsule
892342	24 HR morphine sulfate 30 MG Extended Release Oral Capsule
892343	morphine sulfate 30 MG [Avinza]
892344	24 HR Avinza 30 MG Extended Release Oral Capsule
892345	morphine sulfate 30 MG Extended Release Oral Capsule
892346	Avinza 30 MG Extended Release Oral Capsule
892349	24 HR morphine sulfate 60 MG Extended Release Oral Capsule
892350	morphine sulfate 60 MG [Avinza]
892351	24 HR Avinza 60 MG Extended Release Oral Capsule
892352	morphine sulfate 60 MG Extended Release Oral Capsule
892353	Avinza 60 MG Extended Release Oral Capsule
892354	morphine sulfate 90 MG
892355	24 HR morphine sulfate 90 MG Extended Release Oral Capsule
892356	morphine sulfate 90 MG [Avinza]
892357	24 HR Avinza 90 MG Extended Release Oral Capsule
892358	morphine sulfate 90 MG Extended Release Oral Capsule
892359	Avinza 90 MG Extended Release Oral Capsule
892364	morphine sulfate 0.5 MG/ML
892366	morphine sulfate 0.5 MG/ML [Astramorph]
892471	morphine sulfate 0.5 MG/ML [Duramorph]
892473	10 ML morphine sulfate 0.5 MG/ML Injection [Duramorph]
892476	morphine sulfate 1 MG/ML
892478	morphine sulfate 1 MG/ML [Astramorph]
892488	morphine sulfate 1 MG/ML [Duramorph]
892489	10 ML morphine sulfate 1 MG/ML Injection [Duramorph]
892493	morphine sulfate 10 MG
892494	morphine sulfate 10 MG Extended Release Oral Capsule
892495	morphine sulfate 10 MG [Kadian]
892496	morphine sulfate 10 MG Extended Release Oral Capsule [Kadian]
892516	morphine sulfate 10 MG Rectal Suppository
892521	morphine sulfate 10 MG [RMS]
892522	morphine sulfate 10 MG Rectal Suppository [RMS]
892524	morphine sulfate 10 MG [Roxanol]
892525	morphine sulfate 10 MG Rectal Suppository [Roxanol]
892530	morphine sulfate 10 MG/ML
892531	morphine sulfate 10 MG/ML Injectable Solution
892532	morphine sulfate 10 MG/ML [Infumorph]
892554	morphine sulfate 100 MG Extended Release Oral Capsule
892555	morphine sulfate 100 MG [Kadian]
892556	morphine sulfate 100 MG Extended Release Oral Capsule [Kadian]
892559	morphine sulfate 100 MG [MS Contin]
892560	morphine sulfate 100 MG Extended Release Oral Tablet [MS Conti
892573	morphine sulfate 15 MG [MS Contin]
892574	morphine sulfate 15 MG Extended Release Oral Tablet [MS Contin
892579	morphine 15 mg oral capsule
892580	morphine sulfate 15 MG [MSIR]
892581	morphine sulfate 15 MG Oral Capsule [MSIR]
892582	morphine sulfate 15 MG Oral Tablet
892583	morphine sulfate 15 MG Oral Tablet [MSIR]
892588	morphine sulfate 2 MG/ML
892589	morphine sulfate 2 MG/ML Oral Solution
892590	morphine sulfate 2 MG/ML [MSIR]
892591	Morphine Sulfate 10 MG/5 ML Oral Solution [MSIR]
892596	morphine sulfate 20 MG Extended Release Oral Capsule
892597	morphine sulfate 20 MG [Kadian]
892598	morphine sulfate 20 MG Extended Release Oral Capsule [Kadian]
892603	morphine sulfate 20 MG Rectal Suppository
892608	morphine sulfate 20 MG [RMS]
892609	morphine sulfate 20 MG Rectal Suppository [RMS]
892614	morphine sulfate 20 MG [Roxanol]
892615	morphine sulfate 20 MG Rectal Suppository [Roxanol]
892624	morphine sulfate 20 MG/ML
892625	morphine sulfate 20 MG/ML Oral Solution
892626	morphine sulfate 20 MG/ML [MSIR]
892627	Morphine Sulfate 20 MG/1 ML Oral Solution [MSIR]
892636	morphine sulfate 20 MG/ML [Roxanol]
892637	Morphine Sulfate 20 MG/1 ML Oral Solution [ROXANOL UD]
892642	morphine sulfate 200 MG
892643	morphine sulfate 200 MG Extended Release Oral Capsule
892644	morphine sulfate 200 MG [Kadian]
892645	morphine sulfate 200 MG Extended Release Oral Capsule [Kadian]
892646	morphine sulfate 200 MG Extended Release Oral Tablet
892647	morphine sulfate 200 MG [MS Contin]
892648	morphine sulfate 200 MG Extended Release Oral Tablet [MS Conti
892649	morphine sulfate 25 MG/ML
892651	morphine sulfate 25 MG/ML [Infumorph]
892652	20 ML morphine sulfate 25 MG/ML Injection [Infumorph]
892657	morphine sulfate 30 MG [Kadian]
892658	morphine sulfate 30 MG Extended Release Oral Capsule [Kadian]
892659	morphine sulfate 30 MG [MS Contin]
892660	morphine sulfate 30 MG Extended Release Oral Tablet [MS Contin
892669	morphine 30 mg oral capsule
892670	morphine sulfate 30 MG [MSIR]
892671	morphine sulfate 30 MG Oral Capsule [MSIR]
892672	morphine sulfate 30 MG Oral Tablet
892673	morphine sulfate 30 MG Oral Tablet [MSIR]
892678	morphine sulfate 30 MG Rectal Suppository
892683	morphine sulfate 30 MG [RMS]
892684	morphine sulfate 30 MG Rectal Suppository [RMS]
